x, y, theta, stamp, 
7.105427357601002e-15, -1.2434497875801753e-14, -7.428800881897952e-12, 1729801505765099762, 
7.105427357601002e-15, -1.2434497875801753e-14, -8.110921075448202e-12, 1729801505811204121, 
1.595171124790795e-05, 2.590006715763593e-06, 7.462467029080482e-05, 1729801505860106609, 
0.0029342358466237783, -0.00014312229177448899, 0.013698990215193819, 1729801505926542853, 
0.0059976521879434586, 9.516572026768699e-05, 0.021599657515437853, 1729801505960751804, 
0.012889762409031391, 0.0006063877372071147, 0.04097034824031222, 1729801506020052308, 
0.020616542547941208, 0.0010292691877111793, 0.06409802212955937, 1729801506071023207, 
0.029798027127981186, 0.002007380360737443, 0.09130572673238295, 1729801506120993039, 
0.03987037017941475, 0.003487677313387394, 0.11941373505961306, 1729801506167037029, 
0.04962645471096039, 0.004801892675459385, 0.1469635416805992, 1729801506210993991, 
0.06022397428750992, 0.006808766163885593, 0.17749380664163308, 1729801506260115807, 
0.07156866788864136, 0.00909790676087141, 0.210992122066815, 1729801506314283599, 
0.08348666876554489, 0.011981675401329994, 0.24708233284717968, 1729801506375067499, 
0.0930754542350769, 0.014522949233651161, 0.27704919274745554, 1729801506425179444, 
0.11091762781143188, 0.020367072895169258, 0.32714325991704146, 1729801506515094565, 
0.12996412813663483, 0.027841171249747276, 0.38080581227926025, 1729801506615107673, 
0.1510864794254303, 0.03748876228928566, 0.43821074101283736, 1729801506724628282, 
0.17016780376434326, 0.04705590754747391, 0.4890533024991428, 1729801506825012226, 
0.18753646314144135, 0.056581396609544754, 0.5323545231904955, 1729801506914972645, 
0.2060401439666748, 0.06801124662160873, 0.5793309993516277, 1729801507015020880, 
0.22559955716133118, 0.08139830082654953, 0.626051584236857, 1729801507125664895, 
0.24317234754562378, 0.09438132494688034, 0.6632155972413062, 1729801507225179133, 
0.2585298418998718, 0.10649047046899796, 0.6961475385817787, 1729801507314976392, 
0.27525293827056885, 0.120782271027565, 0.7278435315857125, 1729801507415026742, 
0.29310891032218933, 0.1369473785161972, 0.7613216225245822, 1729801507525811253, 
0.3086261749267578, 0.15209996700286865, 0.7843952813557215, 1729801507625052228, 
0.3221009373664856, 0.16577328741550446, 0.8029924971058312, 1729801507715012936, 
0.33698880672454834, 0.18149897456169128, 0.8200160164391869, 1729801507815111819, 
0.351463258266449, 0.19756671786308289, 0.8361708366884879, 1729801507914778231, 
0.3674081563949585, 0.21554091572761536, 0.8507231280298435, 1729801508025079408, 
0.38014888763427734, 0.23025649785995483, 0.8605671970645691, 1729801508114984140, 
0.3939960300922394, 0.24663522839546204, 0.8700828884674543, 1729801508217130613, 
0.4091319143772125, 0.26472100615501404, 0.8795191672265943, 1729801508325590473, 
0.422191858291626, 0.28084027767181396, 0.8878078702506573, 1729801508424024866, 
0.43404000997543335, 0.2954842746257782, 0.8903533031255181, 1729801508514989877, 
0.4466966390609741, 0.3110988140106201, 0.8938883058936211, 1729801508616107650, 
0.45879876613616943, 0.3257087767124176, 0.8943631394121698, 1729801508712226339, 
0.4718865752220154, 0.34188878536224365, 0.8961720913450031, 1729801508823127599, 
0.48274603486061096, 0.3553830087184906, 0.89733761350326, 1729801508915015095, 
0.4941013753414154, 0.36951056122779846, 0.8974353398857946, 1729801509015031995, 
0.5053216814994812, 0.38333937525749207, 0.8973300392620057, 1729801509112190725, 
0.5174810886383057, 0.3983011543750763, 0.8980399026109448, 1729801509223036962, 
0.5272911787033081, 0.41050586104393005, 0.8963313679415985, 1729801509314999500, 
0.5376037359237671, 0.42353278398513794, 0.8957895282565034, 1729801509415124366, 
0.5489659905433655, 0.43752074241638184, 0.8970702085638008, 1729801509524973593, 
0.5590766668319702, 0.4499562382698059, 0.8973871496376353, 1729801509626069732, 
