x, y, theta, stamp, 
4.140278520026186e-08, -4.819998622451749e-08, 4.7682148318477853e-07, 1729805141613930081, 
4.140278520026186e-08, -4.819998622451749e-08, 4.7682148318477853e-07, 1729805141663975398, 
4.140278520026186e-08, -4.819998622451749e-08, 4.7682148318477853e-07, 1729805141714027846, 
4.140278520026186e-08, -4.819998622451749e-08, 4.7682148318477853e-07, 1729805141753961711, 
9.512679753242992e-06, 1.0084120731335133e-05, 4.7682148318477853e-07, 1729805141804080733, 
0.004099536221474409, 0.0005867482395842671, 0.007649410820901238, 1729805141874025543, 
0.008538300171494484, 0.0007566973799839616, 0.012114232946552696, 1729805141913529484, 
0.014359349384903908, 0.00099225714802742, 0.017182106105878343, 1729805141953932462, 
0.025335470214486122, 0.0014220926677808166, 0.02858012543233057, 1729805142013949713, 
0.03678786754608154, 0.0021138894371688366, 0.04056981058572535, 1729805142063934146, 
0.048393283039331436, 0.002415415830910206, 0.05233122801263049, 1729805142113736369, 
0.05733589828014374, 0.003005075501278043, 0.05887548745662799, 1729805142153940532, 
0.07932249456644058, 0.0045934515073895454, 0.0780234920477918, 1729805142254099887, 
0.1029062271118164, 0.007120995782315731, 0.10591802074974188, 1729805142365167596, 
0.1245647668838501, 0.010084481909871101, 0.1286092691723851, 1729805142463900758, 
0.14441893994808197, 0.013039476238191128, 0.14921531116356054, 1729805142554035184, 
0.16981954872608185, 0.017539070919156075, 0.17364652282429358, 1729805142673714564, 
0.18923607468605042, 0.0214779581874609, 0.19291725932196116, 1729805142763938571, 
0.21052759885787964, 0.02631217986345291, 0.21621476794807137, 1729805142863939444, 
0.22957172989845276, 0.03101770393550396, 0.23643317773933828, 1729805142953861502, 
0.2549273669719696, 0.03820279985666275, 0.26466697281785817, 1729805143073450648, 
0.27402621507644653, 0.04381157085299492, 0.2843251808145152, 1729805143163925176, 
0.2948542833328247, 0.050519153475761414, 0.30498991757741906, 1729805143263906640, 
0.31349414587020874, 0.056812066584825516, 0.3221081341388078, 1729805143353866069, 
0.3341664969921112, 0.06427539139986038, 0.3418264064052567, 1729805143454108942, 
0.35671618580818176, 0.07296833395957947, 0.3626248368878113, 1729805143564944456, 
0.3764682114124298, 0.08086877316236496, 0.3809234091089651, 1729805143662942338, 
0.3949008882045746, 0.08865775913000107, 0.39749913580542834, 1729805143754872167, 
0.4183966815471649, 0.09914324432611465, 0.4175785949755186, 1729805143872034053, 
0.4366805851459503, 0.10761632025241852, 0.43405171385928065, 1729805143963937072, 
0.45559802651405334, 0.11695980280637741, 0.4536805906779002, 1729805144061941799, 
0.47338226437568665, 0.1262376457452774, 0.4714206213999411, 1729805144153874693, 
0.4924827218055725, 0.13644316792488098, 0.49026949364454125, 1729805144254042041, 
0.5135567784309387, 0.1483137458562851, 0.5083594843194775, 1729805144364145774, 
0.531804084777832, 0.15899980068206787, 0.5273710966759937, 1729805144460958189, 
0.5412165522575378, 0.1645420789718628, 0.5344469700824447, 1729805144511079632, 
0.5677890777587891, 0.18093499541282654, 0.5580126144215618, 1729805144653240274, 
0.576659619808197, 0.1867702156305313, 0.5658368764041245, 1729805144700607628, 
0.5972105860710144, 0.2002275139093399, 0.5822658128457221, 1729805144813476806, 
0.6145485639572144, 0.21204455196857452, 0.5945930782922089, 1729805144910436322, 
0.6403249502182007, 0.22985278069972992, 0.612101814146721, 1729805145054148958, 
0.6490736603736877, 0.23621812462806702, 0.6194963299136856, 1729805145104706423, 
0.66828852891922, 0.2503165304660797, 0.6346761795117509, 1729805145213823342, 
0.6845623254776001, 0.2626151144504547, 0.6478740346969868, 1729805145309218573, 
0.711929440498352, 0.2837427258491516, 0.6704784927890148, 1729805145469753642, 
0.725588321685791, 0.2947501242160797, 0.6812787549495438, 1729805145549967522, 
0.7447234988212585, 0.31058788299560547, 0.6970921598881771, 1729805145664113492, 
0.7596024870872498, 0.3232283294200897, 0.702478121957418, 1729805145754110320, 
0.7758112549781799, 0.3372838795185089, 0.7110346046492252, 1729805145853500344, 
0.7923232316970825, 0.35197338461875916, 0.7205396641611584, 1729805145954970388, 
0.8069740533828735, 0.365357905626297, 0.7283074707881517, 1729805146043981303, 
0.8248749375343323, 0.3816627562046051, 0.7391140480759968, 1729805146153926607, 
0.841128408908844, 0.39669090509414673, 0.7467598639699152, 1729805146254022438, 
0.8584192395210266, 0.412836492061615, 0.7534495384644628, 1729805146364153486, 
0.8662296533584595, 0.42018991708755493, 0.7571157973923514, 1729805146414028899, 
0.8883090019226074, 0.441226065158844, 0.7626248267106773, 1729805146553914656, 
0.9041593074798584, 0.45646291971206665, 0.7664604878002896, 1729805146653944722, 
0.9215198755264282, 0.47313928604125977, 0.7698559164039611, 1729805146763986253, 
0.9369876980781555, 0.4883846044540405, 0.7713502617598477, 1729805146864030608, 
0.9447762370109558, 0.49594998359680176, 0.7723421445549893, 1729805146913937750, 
0.9697251319885254, 0.520163357257843, 0.7753450231577682, 1729805147074144573, 
0.9839232563972473, 0.5339415073394775, 0.7775430027414244, 1729805147163528134, 
0.9994782209396362, 0.5491929650306702, 0.779979358304457, 1729805147263941936, 
1.013504147529602, 0.5628800392150879, 0.7807467904951803, 1729805147354971157, 
1.0288777351379395, 0.5779010653495789, 0.7783873757484269, 1729805147453973610, 
1.0379623174667358, 0.5869240164756775, 0.7775586812930243, 1729805147514944454, 
1.0609629154205322, 0.6095619201660156, 0.7739019611120072, 1729805147663987853, 
1.068763017654419, 0.6170386075973511, 0.7732757072297554, 1729805147713985368, 
1.0935782194137573, 0.6412009000778198, 0.7692263611242746, 1729805147873236825, 
1.10753333568573, 0.6546505689620972, 0.7661694938515805, 1729805147963497963, 
1.122953176498413, 0.6695324778556824, 0.7628788798857434, 1729805148064012650, 
1.1370896100997925, 0.6828415989875793, 0.7598404327984727, 1729805148154040261, 
1.155925989151001, 0.7006800174713135, 0.7573285615423689, 1729805148274841106, 
1.1607123613357544, 0.7052880525588989, 0.755829701085739, 1729805148303831405, 
1.1782342195510864, 0.7215974926948547, 0.7499478979099503, 1729805148414033059, 
1.1942569017410278, 0.7358883023262024, 0.7398929526567566, 1729805148514965924, 
1.2168506383895874, 0.7560325860977173, 0.727202899362391, 1729805148653402799, 
1.2249001264572144, 0.7630459666252136, 0.7235141592045249, 1729805148703902753, 
1.2513494491577148, 0.7858479619026184, 0.7088134204415842, 1729805148864150732, 
1.259804606437683, 0.7926972508430481, 0.7064058988237757, 1729805148914032294, 
1.2662707567214966, 0.798251748085022, 0.7025040067775999, 1729805148954051833, 
1.2828912734985352, 0.811808168888092, 0.6937411852260013, 1729805149053521273, 
1.3184231519699097, 0.8400370478630066, 0.6710234079669197, 1729805149264065082, 
