x, y, theta, stamp, 
-1.4491210720279923e-07, 1.6869569208211033e-07, -1.6707020473006781e-06, 1729807482281052361, 
-1.6561385507429804e-07, 1.9279511320746678e-07, -1.909130644282868e-06, 1729807482331066732, 
0.00011275641736574471, -0.00010996050696121529, 0.0011887722526252949, 1729807482382032498, 
0.002213176107034087, -0.00011747122334782034, 0.0074223675641894695, 1729807482428501368, 
0.008234595879912376, 0.0003531512338668108, 0.015128766431794165, 1729807482490558022, 
0.01575014367699623, 0.000525621057022363, 0.02314921972467134, 1729807482541031417, 
0.023992212489247322, 0.0011616928968578577, 0.03277583980322807, 1729807482588970504, 
0.034815412014722824, 0.0019673288334161043, 0.044961860963826844, 1729807482639052883, 
0.04498027637600899, 0.0026909729931503534, 0.0556708520752642, 1729807482681048430, 
0.056056417524814606, 0.0036404412239789963, 0.06796625648239646, 1729807482731017577, 
0.06693007797002792, 0.004660547710955143, 0.08061532911049625, 1729807482781020818, 
0.07735524326562881, 0.00586991710588336, 0.09263100073997522, 1729807482828548843, 
0.09090481698513031, 0.007567770313471556, 0.10820244993443578, 1729807482890385289, 
0.10199853032827377, 0.009034066461026669, 0.1207706014168423, 1729807482941019093, 
0.12343861907720566, 0.012253507040441036, 0.1431818790523128, 1729807483039036862, 
0.14307522773742676, 0.01571187563240528, 0.16951186389410322, 1729807483131019037, 
0.15355238318443298, 0.01771230809390545, 0.1903668050078477, 1729807483181119128, 
0.18712936341762543, 0.025702621787786484, 0.2604812794326436, 1729807483341110756, 
0.2075125277042389, 0.031746700406074524, 0.28804472456511826, 1729807483438057067, 
0.22688841819763184, 0.03844466805458069, 0.3180833843640736, 1729807483531021472, 
0.24750560522079468, 0.04587671905755997, 0.3481087269984504, 1729807483631662928, 
0.26960402727127075, 0.05482761934399605, 0.3812616498051658, 1729807483741174788, 
0.2888411283493042, 0.06330965459346771, 0.40956864705376467, 1729807483837051028, 
0.30762630701065063, 0.07217469066381454, 0.4394297417067754, 1729807483931589248, 
0.3265515863895416, 0.08174032717943192, 0.4757460126234914, 1729807484030731652, 
0.3439258933067322, 0.09129997342824936, 0.5035640855869387, 1729807484121239130, 
0.36641648411750793, 0.10479623079299927, 0.5376903593887162, 1729807484243088921, 
0.3828040361404419, 0.11523669213056564, 0.562981347682877, 1729807484330706418, 
0.4012370705604553, 0.12759602069854736, 0.5926840233971723, 1729807484431164880, 
0.42037275433540344, 0.14134430885314941, 0.6312584807645424, 1729807484540259157, 
0.4374566972255707, 0.15469858050346375, 0.6629826955279443, 1729807484640277483, 
0.4526560604572296, 0.16732725501060486, 0.6865813729905023, 1729807484731143079, 
0.4689476191997528, 0.18162041902542114, 0.7118216085035503, 1729807484830731154, 
0.48664334416389465, 0.1980874240398407, 0.7399003503149899, 1729807484941074257, 
0.5027784109115601, 0.21343769133090973, 0.7618090661280608, 1729807485042066461, 
0.5163890719413757, 0.22708329558372498, 0.7835633169754024, 1729807485131030733, 
0.5312014222145081, 0.24262650310993195, 0.8071716046064037, 1729807485231919118, 
0.5473279356956482, 0.26047083735466003, 0.8284800643486446, 1729807485341135235, 
0.5617998838424683, 0.27691105008125305, 0.8465480614369488, 1729807485442080154, 
0.5743140578269958, 0.29183733463287354, 0.8629913523033715, 1729807485531036702, 
0.5874744057655334, 0.3078310191631317, 0.8755133884668553, 1729807485626142311, 
0.6022483706474304, 0.32641422748565674, 0.893784693236145, 1729807485737074834, 
0.615619957447052, 0.34352907538414, 0.9101050346598732, 1729807485836089514, 
0.6284933686256409, 0.36059144139289856, 0.9273232429903914, 1729807485934047536, 
0.6404891610145569, 0.37727874517440796, 0.9401460969735222, 1729807486025630926, 
0.6550107598304749, 0.39783409237861633, 0.9525324098770107, 1729807486141635943, 
