e, e_dot, e_int, stamp, 
0.785399027457374, 4.161820309872486e-06, 0.0714738192330042, 1729799946803103918, 
0.7853990274560098, 4.161799207056197e-06, 0.07846746894540324, 1729799946851109597, 
0.7853990274559306, -1.0000794187041774e-11, 0.07695231050332683, 1729799946901082535, 
0.7853990274560086, -1.2265301968160504e-14, 0.07886722878587696, 1729799946951526361, 
0.7842663427367682, -0.0034614743028720685, 0.1252259891552747, 1729799947060601726, 
0.7766810403582372, -0.0534979934277807, 0.12483121334577105, 1729799947111133501, 
0.7685500167405804, -0.11610086866614373, 0.07109435899660468, 1729799947152159277, 
0.7546367175589581, -0.1589270136581786, 0.06973811087577213, 1729799947202101484, 
0.7135061749518886, -0.23140800441631196, 0.11101473870613417, 1729799947301059564, 
0.6516509247995471, -0.32439997148678384, 0.14831242513925716, 1729799947411997971, 
0.5974123142843091, -0.3682335961235716, 0.13742572226713873, 1729799947511129671, 
0.5507074884772027, -0.35339836644191536, 0.11408381708498362, 1729799947602161888, 
0.49643288700924054, -0.35385487975269364, 0.10414514514029002, 1729799947701111687, 
0.44870118341836146, -0.35764207761945394, 0.09472063553434003, 1729799947792129806, 
0.38149119563416956, -0.36306089280294557, 0.09287429053151756, 1729799947911135481, 
0.33133952124404875, -0.373800499361252, 0.08095995163119579, 1729799948001232849, 
0.2851549705709686, -0.3398510768162704, 0.06316132223108634, 1729799948101001898, 
0.24633469615574544, -0.2952474815599116, 0.05510030530654151, 1729799948192812965, 
0.20214196702260856, -0.2665003531682621, 0.05114264796010481, 1729799948310136751, 
0.17096263446693571, -0.23975286633312365, 0.04301709582386543, 1729799948401148613, 
0.13967145383571555, -0.22046947176906206, 0.032331860258419796, 1729799948499294532, 
0.11407192802639987, -0.1988481280025287, 0.026943765887811003, 1729799948591471553, 
0.085513791176141, -0.17400576034397805, 0.023643599223332878, 1729799948708371313, 
0.06610482495811165, -0.15041674823152293, 0.018658878781455696, 1729799948802155138, 
0.05051356649600991, -0.12261203860456682, 0.01284853764646157, 1729799948899066394, 
0.039610291952572485, -0.0927447749302935, 0.009885198299311731, 1729799948991976842, 
0.02527774118629611, -0.08022797900889107, 0.008044342312077941, 1729799949108188512, 
0.01893341953916683, -0.06386571322595906, 0.00584367862475395, 1729799949201124206, 
0.01075760019321681, -0.04969573735622223, 0.0035563810603358257, 1729799949302283176, 
0.005509158552392757, -0.046546767946226565, 0.0022339164355915245, 1729799949391513847, 
-0.002477967572546369, -0.04259788248192257, 0.0009423643491841824, 1729799949507311522, 
-0.0043752391431769455, -0.029730602647632484, -9.392351079260858e-05, 1729799949601157028, 
-0.007916880829655915, -0.01843703604336033, -0.0009588929202310024, 1729799949702075348, 
-0.011143095195705888, -0.021600325145886622, -0.0016367159976276486, 1729799949810677101, 
-0.011895720343627403, -0.012476336360545763, -0.0021262911768366245, 1729799949908139959, 
-0.012430358866862168, -0.004489950252404657, -0.002252068575133978, 1729799950001158155, 
-0.012009140589864131, -0.000524683400243451, -0.0023489750903968793, 1729799950102081961, 
-0.01173443738349933, 0.0024077922665385336, -0.0023030475356798684, 1729799950192155962, 
-0.008043768509788718, 0.011894859683377168, -0.0021526802260696328, 1729799950305245842, 
-0.006009475526062236, 0.01794737632204976, -0.0017966627067944577, 1729799950401170027, 
-0.0058783229942946935, 0.007506649806228769, -0.001301123135219589, 1729799950501084403, 
-0.0057134415240580605, 0.0010456832796457336, -0.0011164470725799239, 1729799950591460098, 
-0.005519546330974179, 0.0011392485599171817, -0.0012095776881396849, 1729799950713150743, 
-0.0037709154325472616, 0.007156488155018236, -0.0010486083920204742, 1729799950801127217, 
-0.0035868219065211537, 0.007233182707188433, -0.0008109965638797689, 1729799950902087304, 
-0.002010860800494063, 0.005384194026345605, -0.0006587465325878157, 1729799951012070153, 
-0.0013256778595451824, 0.007078362028989014, -0.0004827876624272882, 1729799951111286720, 
-0.00011315474194428798, 0.006748749044123915, -0.00021860501486642894, 1729799951202178365, 
0.0015699614181967636, 0.010061902318569377, 8.340105921907753e-06, 1729799951302093885, 
0.002659966978232786, 0.008926299528744713, 0.00028768798680149974, 1729799951411824081, 
0.0025802853947258786, 0.0030443669202736747, 0.0004750844821555717, 1729799951511375633, 
0.001251925470754367, -0.004987924121493576, 0.0004183991759892476, 1729799951605164060, 
0.0006648871124513844, -0.006849399166782715, 0.0002784169817516071, 1729799951697106731, 
0.0016153889087111573, 0.0010363542787344005, 0.00022613136172504542, 1729799951797223909, 
0.0008419692183280203, 0.0009219677348085292, 0.0002238365847695233, 1729799951912179444, 
0.0009265605269304089, -0.0019263613468711428, 0.00023022116075284375, 1729799952001325589, 
0.0007633919681832024, -0.00022451603998520334, 0.00016011461816116006, 1729799952101894573, 
0.0007092439432964115, -0.0007059374005291521, 0.00016784766287134329, 1729799952211205439, 
0.0008861726726884234, 0.00042294131676985696, 0.00016480228807538315, 1729799952311494821, 
-0.00011987974803606694, -0.003140814777613734, 9.356028987210686e-05, 1729799952401428317, 
-0.0014275512510861788, -0.008094738265527467, -4.182990742723933e-05, 1729799952501268949, 
-0.0019976576002143087, -0.0064654814109439546, -0.00022493603824706853, 1729799952591778458, 
-0.001114440354884505, 0.00035386315589032, -0.0003185390013236986, 1729799952711773541, 
-0.00027371579810220314, 0.005582611872615163, -0.00023650361072245156, 1729799952801332463, 
-0.00011145273713841775, 0.003668625848760735, -9.488271633614468e-05, 1729799952901588466, 
0.0010555540502683591, 0.0040655038366203275, 4.705652777347622e-05, 1729799953011912167, 
0.0021090593650664458, 0.007028863772150509, 0.00021430719378758297, 1729799953112164210, 
0.0017016996520337058, 0.0019946355505380486, 0.00030865895774949447, 1729799953202195213, 
0.0015806339602102426, -0.0019119381336390158, 0.0003414368453678276, 1729799953302154170, 
0.0013491597660513222, -0.0012698463860446446, 0.00029185019431291495, 1729799953391238036, 
0.0004312151222219951, -0.0034169557480778477, 0.00023419253099224674, 1729799953511191880, 
0.0013147214777683436, 0.0007212206907761389, 0.00021661473691163876, 1729799953601197318, 
0.00048444355934429417, 0.0005304294194198802, 0.00014196581600280073, 1729799953702144730, 
0.001351253079956205, -0.00010371160789012536, 0.00022103322482891594, 1729799953811677213, 
0.002192561453718711, 0.005455352294019966, 0.0002807267418448562, 1729799953911212820, 
0.0014286272550898538, 1.7866674605595986e-05, 0.0003157398501360123, 1729799954002171057, 
0.0016503231798735696, -0.0020533301090571937, 0.00033383622723113095, 1729799954101197914, 
0.0026697574924279266, 0.003816656739443435, 0.00040183450016600166, 1729799954211870961, 
0.004393196885058792, 0.008841471844938185, 0.0006105623644014127, 1729799954311415835, 
0.005327538446978086, 0.009164072368349714, 0.0007902480048032404, 1729799954403206693, 
0.005257636701352819, 0.0031528006392165654, 0.0009426013841100015, 1729799954500208325, 
0.006217912336370368, 0.0025917635992508442, 0.001176381651143901, 1729799954613236246, 
0.006462259507928225, 0.0036806571208894395, 0.0012496599801581475, 1729799954709207096, 
0.00749775826357213, 0.00460016294609377, 0.0012643419104900844, 1729799954801215177, 
0.006516013151454669, 0.0004429411692160208, 0.0013030836464349702, 1729799954900125490, 
0.006323229238094141, -0.004009053018637046, 0.0012923789307506329, 1729799954991859651, 
0.0069099598364408266, 0.0009641326779338366, 0.0013773257616614323, 1729799955109347981, 
0.005812477011332473, -0.0023174212024072638, 0.0013291146445812013, 1729799955201216673, 
0.006090502809925735, -0.003035718172435536, 0.0011902170385986908, 1729799955299145598, 
0.005312353323554064, -0.001351412216294256, 0.001209744012172378, 1729799955412030603, 
0.005024775789780334, -0.0032945471421512453, 0.0011447518424406425, 1729799955508199194, 
0.004990862192546408, -0.0011183139542291793, 0.000966613808168777, 1729799955601216607, 
0.005796039521953067, 0.002511777920894674, 0.0010274403007124971, 1729799955703138719, 
0.006542319705477473, 0.005438534772086917, 0.0011009802953497441, 1729799955791816104, 
0.007524851624173823, 0.00561453625450063, 0.0013590263797017786, 1729799955908396528, 
0.009044308139043111, 0.008264150641057606, 0.0016134207634727771, 1729799956001247192, 
0.009391146732041777, 0.0066007073725236586, 0.0016765698640127359, 1729799956102142684, 
0.009123058307281329, 0.0003287041080316597, 0.001931418416183742, 1729799956211500017, 
0.010231089807066773, 0.003041921981951246, 0.001964884073482613, 1729799956307207626, 
0.010655448009817325, 0.00536380962703003, 0.0018977404376528003, 1729799956401213377, 
0.011114708732606893, 0.0030214676785106213, 0.002079409703566799, 1729799956502144692, 
0.011674780434996701, 0.0032207790370366468, 0.0023465995463631734, 1729799956611702594, 
0.012322831694031255, 0.003986687367426875, 0.002389887043640924, 1729799956706336866, 
0.011210075860622948, -0.0016260031466176737, 0.0022243162566888235, 1729799956801233607, 
